novel_title,allusion_text,start_pos,end_pos,allusion_type,confidence,biblical_source,context,assigned_annotator,data_type
Song of Solomon (1977),Magdalene,164255,164264,character_reference,0.85,Magdalene,en in a drugstore. Cologne and dusting powder for Magdalene called Lena; a compact for Corinthians; a five-po,annotator_1,overlap
Paradise (1998),Paul,494114,494118,character_reference,0.7,Paul,"? Bloomington? No, Saint Paul. Are you near Saint Paul, sweet- heart? I'm not near anything, Daddy. It's",annotator_1,unique
Song of Solomon (1977),Pilate,255727,255733,character_reference,0.7,Pilate,"here there was none. She had not recognized it in Pilate, whose equilibrium over- shadowed all her eccentr",annotator_1,overlap
Sula (1973),Jude,156325,156329,thematic_reference,0.9,Jude,"he landlord said ... but you said... and I cried, Jude. You knew me and had listened to the things I sai",annotator_1,unique
Beloved (1987),Paul,250536,250540,character_reference,0.85,Paul,"know you not sleeping out there tonight, are you, Paul D?"" She smiled at him, and like a friend in need,",annotator_1,overlap
Sula (1973),John,194005,194009,thematic_reference,0.9,John,"hat she needed, as well as to order Van Van, High John the Con- queror, Little John to Chew, Devil's Sho",annotator_1,overlap
Tar Baby (1981),Gideon,546455,546461,character_reference,0.7,Gideon,"aid to Gideon. ""Now, while there is still light."" Gideon ran his tongue over his stone-white teeth. ""No. I",annotator_1,overlap
Jazz (1992),hope,17288,17292,thematic_reference,0.8,Hope,"wife's side, then the face stares at him without hope or regret and it is the absence of accusation tha",annotator_1,overlap
Beloved (1987),Paul,250102,250106,character_reference,0.85,Paul,closed her in her left arm. Snowflakes stuck now. Paul D felt icy cold in the place Sethe had been befor,annotator_1,overlap
Beloved (1987),Paul,247332,247336,character_reference,0.85,Paul,"ter, when they reached the city's edge, Sethe and Paul D resumed catching and snatching each other's fin",annotator_1,overlap
Song of Solomon (1977),Solomon,599703,599710,character_reference,0.85,Solomon,There were twenty others. But he was the only one Solomon tried to take with him. Maybe that's what it mean,annotator_1,unique
Song of Solomon (1977),Rebecca,273725,273732,character_reference,0.85,Rebecca,"aid, and reeled off a score, from which she chose Rebecca and shortened it to Reba. It was right after Reba",annotator_1,overlap
Paradise (1998),Zechariah,176241,176250,thematic_reference,0.9,Zechariah,"roaning effort knelt down. ""My Father,"" he said. “Zechariah here."" Then, after a few seconds of total silence",annotator_1,unique
Song of Solomon (1977),Pilate,337422,337428,character_reference,0.7,Pilate,"They're not clock people, Guitar. I don't believe Pilate knows how to tell time except by the sun."" ""They",annotator_1,overlap
A Mercy (2008),Jacob,47721,47726,character_reference,0.85,Jacob,"arent unwill- ingness so far to stand the drinks, Jacob suspected he had not reaped the easy profit he de",annotator_1,unique
Song of Solomon (1977),Elijah,197857,197863,character_reference,0.85,Elijah,) were made up of? If they didn't have Kennedy or Elijah to quarrel about? They excused them- selves for e,annotator_1,unique
Beloved (1987),Paul,225016,225020,character_reference,0.85,Paul,"ain. Softly and then so loud it woke Denver, then Paul D himself. ""Red heart. Red heart. Red heart."" TO",annotator_1,overlap
A Mercy (2008),faith,24402,24407,thematic_reference,0.8,Faith,"born in his wrongheadedness like all of the Roman faith, he waits in port for another month for a phantom",annotator_1,overlap
Song of Solomon (1977),Pilate,607216,607222,character_reference,0.85,Pilate,"ould hardly wait to get home. To tell his father, Pilate; and he would love to see Reverend Cooper and his",annotator_1,unique
A Mercy (2008),Jacob,34198,34203,character_reference,0.85,Jacob,"the handler. Stomach turning, nostrils assailed, Jacob grew angry. This is a calamity, he thought. Unres",annotator_1,overlap
Song of Solomon (1977),Saul,498630,498634,character_reference,0.85,Saul,"wo women hadn't come running in screaming, ""Saul! Saul!"" The store was full of people by then and the wo",annotator_1,overlap
Song of Solomon (1977),Pilate,452761,452767,character_reference,0.85,Pilate,"or some- thing like that."" ""I think that's where Pilate was for a while. She lived all over the country b",annotator_1,unique
Beloved (1987),Paul,136109,136113,character_reference,0.85,Paul,"ook at me."" Sethe smiled. ""In that pine?"" ""Yeah."" Paul D smiled with her. ""Must have been five of them p",annotator_1,overlap
Song of Solomon (1977),Hagar,576648,576653,character_reference,0.85,Hagar,"d. They had seventy- five cents between them when Hagar declared her needs, and six dollars owed to them",annotator_1,overlap
Jazz (1992),lot,225528,225531,character_reference,0.7,Lot,"y were more than enough. I've thought about him a lot, wondered whether he was what True Belle loved an",annotator_1,overlap
Song of Solomon (1977),Pilate,243252,243258,character_reference,0.7,Pilate,", would see to it. (Years later Ruth learned that Pilate put a small doll on Macon's chair in his office.",annotator_1,unique
Song of Solomon (1977),Hagar,583670,583675,character_reference,0.85,Hagar,J peach puffs under the weight of the raindrops. Hagar scraped up as much of it as she could and pressed,annotator_1,unique
Song of Solomon (1977),Pilate,78688,78694,character_reference,0.7,Pilate,"already fallen in love with her behind. ""Hagar."" Pilate looked around the room. ""This here's your brother",annotator_1,overlap
Jazz (1992),Egypt,349961,349966,character_reference,0.7,Egypt,"ses nearby singing ""Go down, go down, way down in Egypt land. . ."" Answering each other from yard to yard",annotator_1,unique
Song of Solomon (1977),Hagar,284313,284318,character_reference,0.85,Hagar,"ry's Place on a Sunday afternoon a few days after Hagar's latest attempt on his life. ""You're not smoking",annotator_1,overlap
Song of Solomon (1977),Pilate,162856,162862,character_reference,0.7,Pilate,"last name."" ""Ask Pilate."" ""Yeah. I'll ask Pilate. Pilate knows. It's in that dumb-ass box hanging from her",annotator_1,overlap
Tar Baby (1981),Joseph,97645,97651,character_reference,0.85,Joseph,lity of the minds (not the hearts) of Leonora and Joseph Lordi. So when she got married eight months out o,annotator_1,overlap
Jazz (1992),acts,215608,215612,thematic_reference,0.9,Acts,"ke me-curious, inven- tive and well-informed. Joe acts like he knew all about what the old folks did to",annotator_1,overlap
Song of Solomon (1977),Pilate,91426,91432,character_reference,0.85,Pilate,ust the two of us. Our mother was dead. Died when Pilate was born. Pilate was just a baby. She stayed over,annotator_1,overlap
Song of Solomon (1977),Mary,355673,355677,character_reference,0.85,Mary,"maid, and by the sixth month of her stay, Michael-Mary suggested that she learn how to type. So Corinthi",annotator_1,unique
Song of Solomon (1977),Hagar,241836,241841,character_reference,0.85,Hagar,"arber's clippers. That was the first time she saw Hagar, who was four or five years old then. Chubby, wit",annotator_1,overlap
Beloved (1987),Paul,428328,428332,character_reference,0.85,Paul,certain 225 schoolteacher has learned something. Paul D gets to the creek and it is as dry as Sixo prom,annotator_1,overlap
Tar Baby (1981),Paul,246943,246947,character_reference,0.85,Paul,"ugh the next day because Drake, Soldier and Ernie Paul kept him awake in the night. That's how he came t",annotator_1,overlap
Paradise (1998),Peter,381143,381148,character_reference,0.85,Peter,"r the rest of her life.) Since Bitty Cato married Peter Blackhorse, and since her daughter, Fawn Blackhor",annotator_1,overlap
Beloved (1987),Paul,70889,70893,character_reference,0.85,Paul,"ner passed. The men could have done it, even with Paul F sold. But it was like Halle said. She didn't wa",annotator_1,overlap
Song of Solomon (1977),Pilate,266830,266836,character_reference,0.7,Pilate,"would not answer her. They looked at the ground. Pilate left with more than her share of earnings, becaus",annotator_1,overlap
Song of Solomon (1977),Ruth,40032,40036,thematic_reference,0.9,Ruth,"t he had been introduced to 23 his daughter, Miss Ruth Foster, and would appreciate having the doctor's",annotator_1,overlap
Beloved (1987),Paul,83977,83981,character_reference,0.85,Paul,"another cupful, and set it carefully before him. Paul D touched its rim but didn't say anything-as thou",annotator_1,overlap
A Mercy (2008),grace,128666,128671,thematic_reference,0.8,Grace,"l and sur- rounded it with biscuits. Anne offered grace. Breathing quietly, they sipped warm, spirited wa",annotator_1,overlap
Sula (1973),redemption,27728,27738,thematic_reference,0.8,Redemption,"go on with Shad and save the Lamb the trouble of redemption."" Easily, quietly, Suicide Day became a part of t",annotator_1,overlap
Song of Solomon (1977),Hagar,239768,239773,character_reference,0.85,Hagar,"months. She stared at his golden teeth and said, ""Hagar?"" She hadn't laid eyes on her in years; had been",annotator_1,overlap
Beloved (1987),Jesus,84735,84740,character_reference,0.85,Jesus,"u know what I mean."" ""I do and I don't like it."" ""Jesus,"" he whispered. ""Who?"" Sethe was getting loud aga",annotator_1,overlap
Paradise (1998),Jude,89033,89037,thematic_reference,0.9,Jude,"been horrified-and he drove off accompanying ""Hey Jude"" on his radio. Behind the wheel, cooling in the a",annotator_1,overlap
Tar Baby (1981),Mary,206811,206815,character_reference,0.85,Mary,"I was modeling they called me that. I wonder how Mary knows about it. I don't think she can even read.""",annotator_1,overlap
Song of Solomon (1977),Salvation,282473,282482,thematic_reference,0.8,Salvation,"me brew she didn't even need the col- lection the Salvation Army took up for her. She arrived with suitcases,",annotator_1,unique
Song of Solomon (1977),Hagar,53893,53898,character_reference,0.85,Hagar,"singing in the candlelight. Reba's soft profile, Hagar's hands moving, moving in her heavy hair, and Pil",annotator_1,overlap
A Mercy (2008),Jacob,134827,134832,character_reference,0.85,Jacob,"de. ""What a man leaves behind is what a man is."" ""Jacob, a man is only his reputation."" ""Understand me.""",annotator_1,overlap
Beloved (1987),Jesus,84809,84814,character_reference,0.85,Jesus,"ho?"" Sethe was getting loud again. ""Jesus! I said Jesus! All I did was sit down for supper! and I get cus",annotator_1,overlap
Beloved (1987),John,437897,437901,thematic_reference,0.9,John,"where you want to be. My house is your house too. John and Ella, Miss Lady, Able Woodruff, Willie Pike-a",annotator_1,overlap
Sula (1973),grace,180037,180042,thematic_reference,0.8,Grace,"rld, aberrations were as much a part of nature as grace. It was not for them to expel or annihilate it. T",annotator_1,overlap
Song of Solomon (1977),Hagar,580887,580892,character_reference,0.85,Hagar,"ncy."" ""I'm surprised at you,"" Lilly chuckled when Hagar left. ""You just sent two people away."" ""Yeah, wel",annotator_1,unique
Jazz (1992),lot,345919,345922,character_reference,0.7,Lot,"fas- cinated. Both of them think it's a shame. A lot of the time, though, they stay home figuring thin",annotator_1,overlap
Paradise (1998),Hope,197080,197084,thematic_reference,0.8,Hope,"clothes. ""Brought three payments in the next day. Hope he can keep up the rest. Not enough hospital or m",annotator_1,overlap
Sula (1973),lot,165501,165504,character_reference,0.7,Lot,"hat, somebody she could confide in and who knew a lot of things, like Sula, for Sula would know or if s",annotator_1,overlap
Beloved (1987),Judith,441154,441160,character_reference,0.85,Judith,"Depends. What you got in mind?” ""You know Judy?"" ""Judith. I know everybody."" ""Out on Plank Road?"" ""Everybo",annotator_1,overlap
Beloved (1987),John,450398,450402,thematic_reference,0.9,John,"es and sassy prints. She walked the four miles to John Shillito's to buy yellow ribbon, shiny buttons an",annotator_1,overlap
Sula (1973),Jude,126946,126950,thematic_reference,0.9,Jude,"er Road). Along with a few other young black men, Jude had gone down to the shack where they were hiring",annotator_1,overlap
Paradise (1998),Jesus,492904,492909,character_reference,0.85,Jesus,sed for conversation with her father last summer. Jesus Christ where the hell are you? We thought you wer,annotator_1,overlap
Beloved (1987),Paul,444245,444249,character_reference,0.85,Paul,"you! Tie it!"" ""That make you feel better?"" ""No."" Paul D tossed the bottle on the ground and stared at t",annotator_1,overlap
Song of Solomon (1977),Pilate,480918,480924,character_reference,0.7,Pilate,"ere? Probably not, since Circe didn't mention it. Pilate said she took the white man's bones and didn't ev",annotator_1,overlap
Paradise (1998),Matthew,166475,166482,thematic_reference,0.9,Matthew,"ore frequently she found reasons to remain on St. Matthew Street. Not hoping or looking for him, but conten",annotator_1,unique
Paradise (1998),John,159964,159968,thematic_reference,0.9,John,"bale or live weight, into Kelvinators as well as John Deere; into Philco as well as Body by Fisher. The",annotator_1,overlap
Song of Solomon (1977),Grace,540362,540367,thematic_reference,0.8,Grace,"at school.” ""You know darn well she didn't,"" said Grace. ""She probably started passing like the rest of '",annotator_1,overlap
Song of Solomon (1977),Esther,424892,424898,thematic_reference,0.9,Esther,"shoulder without taking his eyes off his guest. ""Esther, come here!"" Then to Milk- man: ""I know your peop",annotator_1,overlap
Paradise (1998),Calvary,166853,166860,character_reference,0.7,Calvary,"ng of the argument with the young people at Mount Calvary, Dovey stuck the key in the lock of the foreclose",annotator_1,overlap
Song of Solomon (1977),Pilate,380280,380286,character_reference,0.7,Pilate,"rubbed his knees. The idea of having to depend on Pilate to get his son out of jail humiliated him. ""Ragge",annotator_1,overlap
Song of Solomon (1977),Ruth,18302,18306,thematic_reference,0.9,Ruth,family from the people among whom they lived. For Ruth it was the summation of the affectionate elegance,annotator_1,unique
Song of Solomon (1977),Ruth,588070,588074,thematic_reference,0.9,Ruth,began fiddling with the combination to his safe. Ruth waited. Macon dipped into the safe three separate,annotator_1,overlap
Song of Solomon (1977),Solomon,561841,561848,character_reference,0.85,Solomon,nly son of Solomon? Was that Jake the only son of Solomon? Jake. He strained to hear the children. That was,annotator_1,overlap
Jazz (1992),job,88264,88267,thematic_reference,0.9,Job,"ince before the War. Nor did he need a whiteman's job-he owned a pool hall. As a matter of fact, he was",annotator_1,overlap
Song of Solomon (1977),Solomon,493190,493197,character_reference,0.85,Solomon,"proached them. ""Feelin better, are ya?"" asked Mr. Solomon. ""Much better. Just needed a stretch, I guess."" H",annotator_1,overlap
Song of Solomon (1977),Esther,425981,425987,thematic_reference,0.9,Esther,"ord, I'm forgetting my- self. You must be hungry. Esther, get him something to fill him- self up on."" ""Oh,",annotator_1,overlap
A Mercy (2008),Judith,128453,128459,character_reference,0.85,Judith,"t surprise them that no one had any tea, but both Judith and Dorothea had rum hidden in their sacks. With",annotator_1,unique
Song of Solomon (1977),Hagar,574927,574932,character_reference,0.7,Hagar,"No wonder."" Pilate pulled a piece of string from Hagar's bedspread and put it in her mouth. ""I'll heat u",annotator_1,unique
Song of Solomon (1977),John,353603,353607,thematic_reference,0.9,John,"led in, a plant, or even the Christmas wreath St. John's third-grade class presented to her in gratitude",annotator_1,overlap
Song of Solomon (1977),Pilate,302596,302602,character_reference,0.7,Pilate,"to calm himself and say, ""I've never set foot in Pilate's house in my life. I looked in there once, but i",annotator_1,unique
Paradise (1998),Zechariah,590730,590739,thematic_reference,0.9,Zechariah,"(the depression of '73 was severe), but they took Zechariah's dignified manner for coldness and his studied s",annotator_1,overlap
Song of Solomon (1977),Magdalene,609515,609524,character_reference,0.7,Magdalene,"ad, Sing Byrd, Crowell Byrd, Pilate, Reba, Hagar, Magdalene, First Corinthians, Milkman, Guitar, Railroad Tom",annotator_1,overlap
Beloved (1987),salvation,55099,55108,thematic_reference,0.8,Salvation,"he live green walls, she felt ripe and clear, and salvation was as easy as a wish. Once when she was in the b",annotator_1,overlap
Song of Solomon (1977),Pilate,427551,427557,character_reference,0.7,Pilate,"too. But didn't your daddy have a sister name of Pilate?"" ""Yes, sir. Pilate."" ""Still living, is she?"" ""Oh",annotator_1,overlap
A Mercy (2008),Jacob,150336,150341,character_reference,0.85,Jacob,ists were not confused about any this. Adam (like Jacob) was a good man but (unlike Jacob) he had been go,annotator_1,overlap
Song of Solomon (1977),Hagar,79911,79916,character_reference,0.85,Hagar,"without popping 'em. Reba, get that other crock."" Hagar looked around, all eyes and hair. ""Why don't we p",annotator_1,overlap
Paradise (1998),Zechariah,372199,372208,thematic_reference,0.9,Zechariah,". Because the Morgan line was crop feeble. One of Zechariah's (Big Papa's) sons, Rector, had seven children w",annotator_1,overlap
Song of Solomon (1977),Pilate,303342,303348,character_reference,0.7,Pilate,"ey too. When I asked Hagar what it was she said, 'Pilate's inheritance.'"" ""And it made a hickey on your he",annotator_1,overlap
Song of Solomon (1977),Pilate,448421,448427,character_reference,0.7,Pilate,"ack home. He's alive. He told me about you.. ""And Pilate. Where is she?"" ""There too. She's fine."" "" ""Well,",annotator_1,overlap
Song of Solomon (1977),Solomon,561583,561590,character_reference,0.85,Solomon,"olomon's Leap, and now the children were singing ""Solomon don't leave me"" instead of ""Sugarman."" Even the n",annotator_1,overlap
Song of Solomon (1977),job,349318,349321,thematic_reference,0.9,Job,"out of college worked against her for a teaching job. She had none of the ""new"" courses now required b",annotator_1,overlap
Sula (1973),job,212689,212692,thematic_reference,0.9,Job,ived on. And just this past year she got a better job working as a chambermaid in the same hotel Jude h,annotator_1,overlap
Song of Solomon (1977),job,267887,267890,thematic_reference,0.9,Job,e or dirt cheap. But Pilate did not want a steady job in a town where a lot of colored people lived. Al,annotator_1,unique
Song of Solomon (1977),Pilate,615950,615956,character_reference,0.85,Pilate,"I know what he meant. Come, let me tell you. And Pilate, those bones. They're not that white man's bones.",annotator_1,overlap
Tar Baby (1981),Paul,245646,245650,character_reference,0.85,Paul,"or her. And a year later Drake, Soldier and Ernie Paul weren't laughing; they were sitting on Miss Tyler",annotator_1,overlap
Tar Baby (1981),Gideon,274513,274519,character_reference,0.7,Gideon,ma Estée sat on the cot by the window. Son smoked Gideon's cigarettes and poured the rest of the rum into,annotator_1,overlap
Beloved (1987),Paul,298021,298025,character_reference,0.85,Paul,"id could speak he said it and even while he spoke Paul D said it again. Oh, he heard all the old man was",annotator_1,overlap
Beloved (1987),Paul,357488,357492,character_reference,0.85,Paul,"ow there were no bad feelings and set out to find Paul D. He found him on the steps of Holy Redeemer, ho",annotator_1,overlap
Tar Baby (1981),Gideon,540007,540013,character_reference,0.7,Gideon,was here; she must have left almost immediately. Gideon opened his paper bag and took out a bottle of bee,annotator_1,unique
Paradise (1998),James,41815,41820,thematic_reference,0.9,James,"out back,"" said Frankie. ""Groundhog,"" said Billy James. ""Shut!"" Sal leaned over Mavis' stomach and point",annotator_1,unique
Tar Baby (1981),Gideon,538199,538205,character_reference,0.85,Gideon,"If she's not, I need an address."" ""Christ,"" said Gideon, and snapped his cloth in disgust. “I knew it. Th",annotator_1,unique
Tar Baby (1981),hope,506633,506637,thematic_reference,0.8,Hope,"ver, Nanadine, besides, I hit him too."" ""I should hope so. I should damn well hope so. Oh, baby, baby, h",annotator_1,unique
Song of Solomon (1977),Hagar,83638,83643,character_reference,0.85,Hagar,"ose to her cheekbone. Much lighter than Pilate or Hagar, Reba had the simple eyes of an infant. All of th",annotator_1,unique
Song of Solomon (1977),Pilate,95803,95809,character_reference,0.7,Pilate,m one day to the next. Wrote one word in his life-Pilate's name; copied it out of the Bible. That's what s,annotator_1,overlap
Paradise (1998),Mary,468348,468352,character_reference,0.85,Mary,e best in the dark. Consolata had been spoken to. Mary Magna spent money she could not afford to take th,annotator_1,unique
A Mercy (2008),Jacob,130030,130035,character_reference,0.85,Jacob,Mr. Vaark (it took some time before she could say Jacob) picked up both of her boxes after touching her f,annotator_1,overlap
Tar Baby (1981),Gideon,273415,273421,character_reference,0.85,Gideon,eck and the front of his whole body. Waited until Gideon was through with his boasts about when he was in,annotator_1,overlap
Beloved (1987),Paul,25260,25264,character_reference,0.85,Paul,"new you to behave this way."" ""Leave her be,"" said Paul D. ""I'm a stranger to her."" ""That's just it. She",annotator_1,overlap
The Bluest Eye (1970),mark,259308,259312,thematic_reference,0.9,Mark,"well-phrased, well-placed, well-faced lies. But, mark you, I hated it. Not for a moment did I love the",annotator_1,overlap
Beloved (1987),Paul,72366,72370,character_reference,0.85,Paul,"ve plans."" Whatever they were or might have been, Paul D messed them up for good. With a table and a lou",annotator_1,overlap
Beloved (1987),Paul,516042,516046,character_reference,0.85,Paul,"fly."" She is fingering a long clump of her hair. Paul D clears his throat to interrupt her. ""Sethe?"" Sh",annotator_1,overlap
Song of Solomon (1977),Solomon,385207,385214,character_reference,0.85,Solomon,as left of Mr. Solomon (she always called him Mr. Solomon cause he was such a dignified colored man) and pu,annotator_1,unique
Paradise (1998),lot,54435,54438,character_reference,0.7,Lot,"ons or dollars, m'am?"" ""Gallons."" In the adjacent lot, Mavis noticed the window of a breakfast diner re",annotator_1,overlap
Beloved (1987),Paul,24621,24625,character_reference,0.85,Paul,"ed him."" ""Don't go to any trouble on my account,"" Paul D said. ""Bread ain't trouble. The rest I brought",annotator_1,overlap
Tar Baby (1981),Lot,361937,361940,character_reference,0.7,Lot,"if she would be amused. She seemed not to hear. ""Lot of fat in a goose."" Ondine was slicing her ham. “",annotator_1,overlap
Song of Solomon (1977),Pilate,601559,601565,character_reference,0.7,Pilate,", that's not the woman you're looking for, is it? Pilate?"" ""No,"" he said. ""Couldn't be."" He made motions o",annotator_1,overlap
Beloved (1987),grace,165061,165066,thematic_reference,0.8,Grace,its glorybound pure. She told them that the only grace they could have was the grace they could imagine.,annotator_1,unique
Tar Baby (1981),mark,423370,423374,thematic_reference,0.9,Mark,"all that much."" ""Mark"" she called it. She saw the mark. Didn't think it hurt ""all that much.” Like a lab",annotator_1,overlap
Beloved (1987),Paul,102152,102156,character_reference,0.85,Paul,"ng like a steam engine. ""Sounds like croup,"" said Paul D, closing the door. ""Is she feverish? Denver, co",annotator_1,overlap
Song of Solomon (1977),Pilate,248207,248213,character_reference,0.7,Pilate,"the street signs as they passed (""Eat cherries,"" Pilate had told her, ""and you won't have to wear them li",annotator_1,overlap
Song of Solomon (1977),Solomon,493569,493576,character_reference,0.85,Solomon,front teeth. The other men moved their feet. Mr. Solomon smiled but didn't say anything. Milkman sensed th,annotator_1,overlap
Sula (1973),mark,144513,144517,thematic_reference,0.9,Mark,"nt in the May shine. aveless Hey, girl."" The rose mark over Sula's eye gave her differentglance 1- erice",annotator_1,overlap
Paradise (1998),lot,512210,512213,character_reference,0.7,Lot,"less intact. when Pallas arrived. She had spent a lot of time trying to cheer and feed her, for when Pa",annotator_1,unique
Song of Solomon (1977),Solomon,504915,504922,character_reference,0.85,Solomon,on the porch and who introduced himself as Luther Solomon-no relation to the grocery store Solomon. They we,annotator_1,overlap
Tar Baby (1981),Gideon,283004,283010,character_reference,0.85,Gideon,"on's mind, his eye. It unnerved him to think that Gideon had looked at her at all. The old man heard the p",annotator_1,overlap
Paradise (1998),Jesus,409206,409211,character_reference,0.85,Jesus,"Christianity; they were often its obstacle. That Jesus had been freed from white religion, and he wanted",annotator_1,overlap
Song of Solomon (1977),Pilate,66491,66497,character_reference,0.7,Pilate,". Milkman took a breath, held it, and said, ""Hi."" Pilate laughed. ""You all must be the dumbest unhung Negr",annotator_1,overlap
Beloved (1987),grace,166428,166433,thematic_reference,0.8,Grace,"nd straight. So love your neck; put a hand on it, grace it, stroke it and hold it up. And all your inside",annotator_1,unique
Song of Solomon (1977),Magdalene,395135,395144,character_reference,0.85,Magdalene,"another day but for a sobering conversation with Magdalene called Lena, to whom he had not said more than fo",annotator_1,overlap
Song of Solomon (1977),Hagar,252121,252126,character_reference,0.7,Hagar,verwhelmed was she in the presence of his mother. Hagar let her morbid pleasure spread across her face in,annotator_1,unique
Song of Solomon (1977),Ruth,15853,15857,thematic_reference,0.9,Ruth,"waited eagerly for any hint of him, and his wife, Ruth, began her days stunned into stillness by her hus",annotator_1,overlap
Tar Baby (1981),Gideon,394523,394529,character_reference,0.7,Gideon,t out hair clippers. That was foolish. What could Gideon tell him anyway? He was so angry at the Americans,annotator_1,overlap
Tar Baby (1981),Gideon,271492,271498,character_reference,0.7,Gideon,"the kitchen, Mr. Green alias Son drifted off with Gideon and Thérèse in the Prix de France. With country p",annotator_1,overlap
Paradise (1998),Aaron,377083,377088,character_reference,0.85,Aaron,"or- gan, Steward Morgan, William Cato, Ace Flood, Aaron Poole, Nathan DuPres, Moss DuPres, Arnold Fleetwo",annotator_1,overlap
Jazz (1992),Joseph,167564,167570,character_reference,0.85,Joseph,"g twisted into water much too small. His name was Joseph, and even before the sun rose, when 105 it was st",annotator_1,overlap
Song of Solomon (1977),Solomon,225541,225548,character_reference,0.85,Solomon,"nd the explanation FOR HER Life/ Behaviot Song of Solomon engine had cleared its throat did Ruth begin, and",annotator_1,unique
Song of Solomon (1977),Hagar,410638,410643,character_reference,0.7,Hagar,"an."" ""My life?"" ""What else?"" ... they want-"" ""No. Hagar wants my life. My family ""I don't mean that way.",annotator_1,overlap
Song of Solomon (1977),Pilate,86405,86411,character_reference,0.7,Pilate,"an afford to buy Four Roses."" ""Plenty still buy,"" Pilate told her. ""Where you get the sugar for it?"" Guita",annotator_1,unique
Song of Solomon (1977),Pilate,48509,48515,character_reference,0.7,Pilate,llowed a fence that led into Darling Street where Pilate lived in a narrow single-story house whose baseme,annotator_1,overlap
Paradise (1998),Mary,478350,478354,character_reference,0.85,Mary,"vil craft. Something it would mortify her to tell Mary Magna, Jesus or the Virgin. She hadn't known what",annotator_1,unique
Tar Baby (1981),lot,214923,214926,character_reference,0.7,Lot,"f the church? ""How much?"" he asked her. ""Was it a lot?"" His voice was quiet. ""What are you talking abou",annotator_1,overlap
Tar Baby (1981),numbers,103250,103257,thematic_reference,0.9,Numbers,three . . . his little hand in hers repeating the numbers as they mounted each tread. No one would believe,annotator_1,overlap
Beloved (1987),lot,401783,401786,character_reference,0.7,Lot,"for it because it was a greedy ghost and needed a lot of love, which was only natural, considering. And",annotator_1,overlap
Song of Solomon (1977),Pilate,570143,570149,character_reference,0.7,Pilate,girl. Pretty little black-skinned girl. What had Pilate done to her? Hadn't anybody told her the things s,annotator_1,overlap
Jazz (1992),Eden,285706,285710,character_reference,0.7,Eden,"is a long way from Virginia, and even longer from Eden. As he puts on his coat and cap he can practicall",annotator_1,overlap
Beloved (1987),Paul,52184,52188,character_reference,0.7,Paul,"rded by his movement to shift as well. Looking at Paul D's back, she remembered that some of the corn st",annotator_1,unique
Paradise (1998),Matthew,199594,199601,thematic_reference,0.9,Matthew,"at the corner onto Central, passed Luke, Mark and Matthew, then parked neatly in front of the bank. The sil",annotator_1,overlap
Song of Solomon (1977),Jesus,32876,32881,character_reference,0.85,Jesus,"motherless child the name of the man that killed Jesus, do you?"" ""I asked Jesus to save me my wife."" ""Ca",annotator_1,overlap
Song of Solomon (1977),lot,290404,290407,character_reference,0.7,Lot,"e point. There're not just one or two. There're a lot."" ""Are there? Milkman, if Kennedy got drunk and b",annotator_1,overlap
Beloved (1987),Paul,254960,254964,character_reference,0.85,Paul,"table. Beloved, who had not moved since Sethe and Paul D left the room, sat sucking her forefinger. Denv",annotator_1,overlap
Paradise (1998),Grace,485811,485816,thematic_reference,0.8,Grace,"liver there if she wanted to. Mavis was jubilant, Grace amused. They took the field rent and drove off to",annotator_1,overlap
Sula (1973),lot,147929,147932,character_reference,0.7,Lot,"ats me. Such a simple thing."" ""But we sure made a lot out of it, and the boys were dumber than we were.",annotator_1,unique
Song of Solomon (1977),Hagar,80686,80691,character_reference,0.85,Hagar,"han he'd ever been, and floating. Together he and Hagar dragged two baskets up the porch stairs and into",annotator_1,unique
Song of Solomon (1977),lot,5134,5137,character_reference,0.7,Lot,"ide of her stomach. The rose-petal scramble got a lot of attention, but the pregnant lady's moans did n",annotator_1,overlap
Beloved (1987),Jesus,342853,342858,character_reference,0.85,Jesus,"iver beyond, ""What are these people? You tell me, Jesus. What are they?"" 1 I 8 I When he got to his house",annotator_1,unique
Tar Baby (1981),lot,146644,146647,character_reference,0.7,Lot,"t now that she was grown up, she was pretty and a lot of fun. All those colleges hadn't made her uppity",annotator_1,unique
Song of Solomon (1977),Pilate,575521,575527,character_reference,0.7,Pilate,"Reba asked. ""You just got up."" ""Hush, Reba,"" said Pilate. ""Let the child take care of herself."" ""But she's",annotator_1,overlap
Song of Solomon (1977),Ruth,16940,16944,thematic_reference,0.9,Ruth,"he steps into the yard for his hour of exercise, Ruth looked for the water mark several times during th",annotator_1,overlap
Beloved (1987),Paul,48320,48324,character_reference,0.85,Paul,the. Nothing could be as good as the sex with her Paul D had been imagining off and on for twenty-five y,annotator_1,overlap
A Mercy (2008),Jacob,146632,146637,character_reference,0.85,Jacob,"n for her, although it took some time to develop. Jacob probably believed giving her a girl close to Patr",annotator_1,overlap
Beloved (1987),Paul,518427,518431,character_reference,0.7,Paul,"lings and she couldn't find her hat anywhere and ""Paul D?"" ""What, baby?"" ""She left me."" ""Aw, girl. Don't",annotator_1,overlap
A Mercy (2008),Jacob,119333,119338,character_reference,0.85,Jacob,"ecause the ground could not accept the little box Jacob built, so they had to leave her to freeze in it a",annotator_1,unique
