novel_title,allusion_text,start_pos,end_pos,allusion_type,confidence,biblical_source,context,assigned_annotator,data_type
Song of Solomon (1977),Hagar,256503,256508,character_reference,0.85,Hagar,"w she held up her hand, imperiously, and silenced Hagar's whines. ""Sit down there. Sit down and don't lea",annotator_3,overlap
Sula (1973),Jude,155891,155895,thematic_reference,0.9,Jude,ownward while it waited with every confidence for Jude to return. ... Could he be gone if his tie is sti,annotator_3,unique
Paradise (1998),Zechariah,369262,369271,thematic_reference,0.9,Zechariah,"prolific as the earlier ones. They were not like Zechariah Morgan (aka Big Papa, né Coffee) m. Mindy Flood [",annotator_3,overlap
A Mercy (2008),Jacob,33143,33148,character_reference,0.85,Jacob,"when they thought they were not being evaluated, Jacob could see their quick glances, sideways, wary but",annotator_3,overlap
Beloved (1987),Lot,224308,224311,character_reference,0.7,Lot,of the lard can he was safe. If he trembled like Lot's wife and felt some womanish need to see the nat,annotator_3,overlap
Beloved (1987),Paul,422052,422056,character_reference,0.85,Paul,"who will take them in; should they try to get to Paul F, whose owner, they remember, lived in something",annotator_3,overlap
Song of Solomon (1977),Pilate,227382,227388,character_reference,0.7,Pilate,I wouldn't have been able to save you except for Pilate. Pilate was the one brought you here in the first,annotator_3,overlap
Song of Solomon (1977),Pilate,229626,229632,character_reference,0.7,Pilate,"n he found out about it, he immediately suspected Pilate and he told me to get rid of the baby. But I woul",annotator_3,overlap
Song of Solomon (1977),Solomon,561532,561539,character_reference,0.85,Solomon,"on's General Store, Luther Solomon (no relation), Solomon's Leap, and now the children were singing ""Solomo",annotator_3,overlap
Song of Solomon (1977),Pilate,575724,575730,character_reference,0.7,Pilate,"mess."" Hagar was almost in tears. Reba looked at Pilate. ""I hope you right. I don't approve of getting up",annotator_3,unique
The Bluest Eye (1970),Micah,260436,260441,thematic_reference,0.9,Micah,"s. (Card enclosed.) By the way, I added the Micah-Micah Elihue Whit- comb. But I am called Soaphead Churc",annotator_3,unique
A Mercy (2008),Mary,757,761,character_reference,0.7,Mary,"or a bad debt from a plantation owner in Catholic Mary- land. This is Florens, ""with the hands of a slav",annotator_3,overlap
Beloved (1987),Paul,91571,91575,character_reference,0.85,Paul,"igh spirits, which the smell of dying roses (that Paul D called to everybody's attention) could not damp",annotator_3,overlap
Sula (1973),lot,41799,41802,character_reference,0.7,Lot,"at your only one?"" ""Yes,"" said Helene. ""Pretty. A lot like you."" ""Yes. Well. She's ten now."" ""Ten? Vrai",annotator_3,overlap
Paradise (1998),Zechariah,591027,591036,thematic_reference,0.9,Zechariah,"did odd jobs. Few knew and fewer remembered that Zechariah had a twin, and before he changed his name, they",annotator_3,overlap
Beloved (1987),lot,149188,149191,character_reference,0.7,Lot,"'s the parting for the branches. You got a mighty lot of branches. Leaves, too, look like, and dern if",annotator_3,unique
Paradise (1998),James,504856,504861,thematic_reference,0.9,James,"ool where she had enrolled Sal, Frankie and Billy James, she realized with a shock that Sal would be in j",annotator_3,overlap
Song of Solomon (1977),Hagar,580756,580761,character_reference,0.85,Hagar,"e on back at eight-thirty. Is it washed already?"" Hagar nodded. ""Okay,"" said Marcelline. ""Eight-thirty. B",annotator_3,overlap
Tar Baby (1981),hope,383337,383341,thematic_reference,0.8,Hope,"ge enough, maybe, to put your whole self into. ""I hope you are serious,"" she said. She left her panties",annotator_3,unique
Beloved (1987),Paul,254960,254964,character_reference,0.85,Paul,"table. Beloved, who had not moved since Sethe and Paul D left the room, sat sucking her forefinger. Denv",annotator_3,overlap
Song of Solomon (1977),Solomon,492775,492782,character_reference,0.85,Solomon,"rd like a wicked brow. Milkman walked back toward Solomon's store. He needed a place to stay, some informat",annotator_3,overlap
Beloved (1987),job,295419,295422,thematic_reference,0.9,Job,"t he stayed on because all in all it wasn't a bad job, especially in winter when Cincinnati reassumed i",annotator_3,overlap
Song of Solomon (1977),Hagar,52756,52761,character_reference,0.85,Hagar,"her long neck bent almost to her knees. The girl, Hagar, was braiding her hair, while Pilate, whose face",annotator_3,unique
Beloved (1987),Paul,428328,428332,character_reference,0.85,Paul,certain 225 schoolteacher has learned something. Paul D gets to the creek and it is as dry as Sixo prom,annotator_3,overlap
The Bluest Eye (1970),hope,13778,13782,thematic_reference,0.8,Hope,"just sensible. A steady worker with quiet ways. I hope it works out all right."" ""It will. How much you c",annotator_3,overlap
Paradise (1998),job,385213,385216,thematic_reference,0.9,Job,wake. So you were his first job. And a wonderful job he did too. You were beautiful. With the baby in,annotator_3,overlap
Song of Solomon (1977),Ruth,60788,60792,thematic_reference,0.9,Ruth,"for confirmation. ""You're going too fast, Macon."" Ruth pressed the toe of her shoe against the floorboar",annotator_3,unique
Paradise (1998),Charity,383217,383224,thematic_reference,0.8,Charity,"s dead now), along with Lone and Dovey Morgan and Charity Flood. But none of them could drive then. You mus",annotator_3,overlap
A Mercy (2008),Jacob,34198,34203,character_reference,0.85,Jacob,"the handler. Stomach turning, nostrils assailed, Jacob grew angry. This is a calamity, he thought. Unres",annotator_3,overlap
Beloved (1987),Paul,119944,119948,character_reference,0.85,Paul,"onely daughter. They seemed little and far away. ""Paul D be here in a minute,"" she said. Denver sighed w",annotator_3,overlap
Song of Solomon (1977),Salvation,281916,281925,thematic_reference,0.8,Salvation,"the Society of Friends, who sent her back to the Salvation Army, who wrote to their com- mand posts in large",annotator_3,overlap
Beloved (1987),Paul,83025,83029,character_reference,0.85,Paul,"ping boards toward the front door. ""Hang around?"" Paul D didn't even look at the mess he had made. ""Denv",annotator_3,overlap
Jazz (1992),mark,339060,339064,thematic_reference,0.9,Mark,"er? Without aching words that set, then miss, the mark? I ought to get out of this place. Avoid the wind",annotator_3,unique
Song of Solomon (1977),Ruth,587719,587723,thematic_reference,0.9,Ruth,and go whether she'd have a decent funeral until Ruth walked down to Sonny's Shop and stared at Macon w,annotator_3,overlap
Paradise (1998),James,612682,612687,thematic_reference,0.9,James,"""Mostly. Frankie's fine. Gets all A's. But Billy James ain't so hot."" ""Oh. Why?"" ""Hangs out with some re",annotator_3,overlap
Paradise (1998),hope,263184,263188,thematic_reference,0.8,Hope,"f Mattie cooked a real supper tonight? No fish, I hope, or do you like fish? Trout's wonderful in Kansas",annotator_3,overlap
Song of Solomon (1977),Pilate,616686,616692,character_reference,0.85,Pilate,"all this time."" ""Papa?"" she whispered. ""Yes. And, Pilate, you have to bury him. He wants you to bury him.",annotator_3,overlap
Song of Solomon (1977),Pilate,615278,615284,character_reference,0.7,Pilate,"sausage, a rope cutting his wrists, he laughed. ""Pilate!"" he called. ""Pilate! That's not what he meant. P",annotator_3,unique
Beloved (1987),Paul,203488,203492,character_reference,0.85,Paul,"ompted him to try-other than Halle, Sixo, Paul A, Paul F and Mister. But the trembling was fixed by the",annotator_3,overlap
Sula (1973),Jude,153737,153741,thematic_reference,0.9,Jude,"ooked like a pretty good life to her. ""Say what?"" Jude's temper flared just a bit as he looked at this f",annotator_3,overlap
A Mercy (2008),Jacob,44857,44862,character_reference,0.85,Jacob,"he drowned; it always floats."" Amid the laughter, Jacob joined the men at the table and listened to Downe",annotator_3,overlap
Sula (1973),job,125957,125960,thematic_reference,0.9,Job,"get married. He was twenty then, and although his job as a waiter at the Hotel Medal- lion was a blessi",annotator_3,overlap
Paradise (1998),numbers,231143,231150,thematic_reference,0.9,Numbers,"ind it then? Houses round here don't seem to have numbers."" “Tell me what all you want and I'll get it for",annotator_3,overlap
Jazz (1992),lot,338322,338325,character_reference,0.7,Lot,ging flour the way Mrs. Trace fixed it. I drank a lot of water so as not to hurt her feelings. It eased,annotator_3,overlap
Beloved (1987),Paul,243215,243219,character_reference,0.85,Paul,"o protect to help him do it, God damn it to hell. Paul D blew warm breath into the hollow of his cupped",annotator_3,overlap
Sula (1973),lot,251749,251752,character_reference,0.7,Lot,e same nine that had been in the other one. But a lot of white ones. White people didn't fret about put,annotator_3,overlap
Beloved (1987),Paul,137508,137512,character_reference,0.85,Paul,"by hisself but he was still king and I was . . ."" Paul D stopped and squeezed his left hand with his rig",annotator_3,unique
Paradise (1998),lot,91769,91772,character_reference,0.7,Lot,"dren?"" Mavis could not speak. ""There used to be a lot of children here. This was a school once. A beaut",annotator_3,overlap
Tar Baby (1981),Gideon,273156,273162,character_reference,0.7,Gideon,r babies with their fingernails. She waited until Gideon had cut his hair with clip- pers he'd borrowed fr,annotator_3,overlap
Paradise (1998),Jesus,493999,494004,character_reference,0.85,Jesus,"from? Pallas, you there? Minnesota. Min- nesota? Jesus. I thought you were in New Mexico. What the hell'",annotator_3,overlap
Beloved (1987),Paul,135049,135053,character_reference,0.85,Paul,the wildness out of the eye. Sethe looked up into Paul D's eyes to see if there was any trace left in th,annotator_3,overlap
Song of Solomon (1977),Pilate,574890,574896,character_reference,0.7,Pilate,"ou seen my ... Oh, my God. No wonder. No wonder."" Pilate pulled a piece of string from Hagar's bedspread a",annotator_3,overlap
Song of Solomon (1977),Israel,208988,208994,character_reference,0.7,Israel,"s?"" ""Oh, Jesus."" ""He's a Northerner too. Lived in Israel, but a Northerner in His heart. His bleeding hear",annotator_3,overlap
Tar Baby (1981),Gideon,542914,542920,character_reference,0.7,Gideon,"reased and played a middle ear drone in his head. Gideon tapped him on the shoulder and he sat down. ""Leav",annotator_3,overlap
Song of Solomon (1977),Pilate,616239,616245,character_reference,0.7,Pilate,"here. But, Pilate..."" She descended a few steps. ""Pilate?"" She came all the way down and he looked in her",annotator_3,unique
Paradise (1998),Aaron,382657,382662,character_reference,0.85,Aaron,"s going to name Deep, but Sally pitched a fit, so Aaron, with a humor more grim than anybody would have t",annotator_3,overlap
Song of Solomon (1977),Pilate,273827,273833,character_reference,0.7,Pilate,Reba was born that her father came to her again. Pilate had become extremely depressed and lonely after t,annotator_3,overlap
Tar Baby (1981),Gideon,277369,277375,character_reference,0.7,Gideon,"r vision had not gone dark until a few years ago. Gideon started to tease her about being ""into her fiftie",annotator_3,overlap
Song of Solomon (1977),Pilate,428833,428839,character_reference,0.7,Pilate,re it happened that made it seem so real. Hearing Pilate talk about caves and woods and earrings on Darlin,annotator_3,overlap
The Bluest Eye (1970),salvation,148958,148967,thematic_reference,0.8,Salvation,"e wages of sin, her body trembled for redemption, salvation, a mysterious rebirth that would simply happen, w",annotator_3,unique
Beloved (1987),Seth,59375,59379,character_reference,0.7,Seth,"."" ""Ma'am."" ""Hold on to the baby."" ""Yes, Ma'am.' ""Seth-thuh."" ""Ma'am."" """" ""Get some kindlin in here."" 3",annotator_3,overlap
Song of Solomon (1977),Hagar,281347,281352,character_reference,0.85,Hagar,"er brother, if he was still alive, for the child, Hagar, needed family, people, a life very different fro",annotator_3,unique
A Mercy (2008),Jacob,25518,25523,character_reference,0.85,Jacob,"In spite of his dirty hands and sweat-limp hair, Jacob pressed down his annoyance and chose to focus on",annotator_3,overlap
Beloved (1987),Paul,446912,446916,character_reference,0.85,Paul,"of a red, red heart. ""Tell me something, Stamp."" Paul D's eyes were rheumy. ""Tell me this one thing. Ho",annotator_3,overlap
Song of Solomon (1977),Ruth,252977,252981,thematic_reference,0.9,Ruth,"to. But I can't make you a for-certain promise."" Ruth heard the supplication in her words and it seemed",annotator_3,overlap
Paradise (1998),redemption,66578,66588,thematic_reference,0.8,Redemption,"big, Bennie sang. Songs of true love, false love, redemption; songs of unreasonable joy. Some drew tears, othe",annotator_3,unique
Beloved (1987),Paul,436950,436954,character_reference,0.85,Paul,"and it made a little motion in his pants pocket. Paul D looked up, noticed the side pocket agitation an",annotator_3,overlap
Song of Solomon (1977),Solomon,530686,530693,character_reference,0.85,Solomon,"longed to the Byrd family over by the ridge. Near Solomon's Leap."" ""Oh, yeah?"" said one of the men. ""One of",annotator_3,overlap
A Mercy (2008),ruth,213045,213049,thematic_reference,0.9,Ruth,"outing what are you doing? shouting where is your ruth? With such tenderness you lift him, the boy. When",annotator_3,overlap
Tar Baby (1981),grace,161041,161046,thematic_reference,0.8,Grace,"know you."" It must have been that same an- tique grace that made him look at a raggedy black man who had",annotator_3,overlap
Song of Solomon (1977),Magdalene,348921,348930,character_reference,0.85,Magdalene,"at they probably were not going to marry anybody. Magdalene called Lena seemed resigned to her life, but when",annotator_3,overlap
The Bluest Eye (1970),Solomon,735,742,character_reference,0.85,Solomon,re. Also by Toni Morrison in Picador Sula Song of Solomon Tar Baby Beloved Jazz Playing in the Dark: Whiten,annotator_3,overlap
Song of Solomon (1977),Hagar,255122,255127,character_reference,0.85,Hagar,"week, and leave you there."" ""You're botherin me!"" Hagar was shouting and digging her fingers in her hair.",annotator_3,overlap
Song of Solomon (1977),Ruth,250381,250385,thematic_reference,0.9,Ruth,ht. Pilate hummed and chewed things all the time. Ruth would ask her first if what Freddie said was true,annotator_3,overlap
Song of Solomon (1977),Hagar,580070,580075,character_reference,0.85,Hagar,"e heads, honey."" Lilly looked up from the sink as Hagar came in. Hagar stared. ""I have to get my hair don",annotator_3,unique
Song of Solomon (1977),Pilate,83779,83785,character_reference,0.7,Pilate,"but complication and something more lurked behind Pilate's and Hagar's faces. Only Reba, with her light pi",annotator_3,unique
A Mercy (2008),Solomon,1688,1695,character_reference,0.85,Solomon,ction Love Paradise Jazz Beloved Tar Baby Song of Solomon Sula The Bluest Eye Nonfiction The Dancing Mind P,annotator_3,overlap
Song of Solomon (1977),Pilate,78688,78694,character_reference,0.7,Pilate,"already fallen in love with her behind. ""Hagar."" Pilate looked around the room. ""This here's your brother",annotator_3,overlap
Song of Solomon (1977),Hagar,581010,581015,character_reference,0.85,Hagar,"ke it, but I don't want no trouble with that girl Hagar. No telling what she might do. She jump that cous",annotator_3,unique
Song of Solomon (1977),job,394066,394069,thematic_reference,0.9,Job,"his sister had an ocса- sional lift home from her job. Later, since she never mentioned it, and also be",annotator_3,overlap
Tar Baby (1981),Sarah,467930,467935,character_reference,0.85,Sarah,Rosa and Thérèse and Son's dead mother and Sally Sarah Sadie Brown and Ondine and Soldier's wife Ellen a,annotator_3,unique
Song of Solomon (1977),Hagar,170056,170061,character_reference,0.85,Hagar,"arring flashed fire-but he did follow her, as did Hagar, around to the back of the house, where, approach",annotator_3,overlap
Song of Solomon (1977),Pilate,32637,32643,character_reference,0.7,Pilate,ot like no riverboat pilot. Like a Christ-killing Pilate. You can't get much worse than that for a name. A,annotator_3,unique
Beloved (1987),Paul,250536,250540,character_reference,0.85,Paul,"know you not sleeping out there tonight, are you, Paul D?"" She smiled at him, and like a friend in need,",annotator_3,overlap
Tar Baby (1981),Eve,155504,155507,character_reference,0.7,Eve,"ened the sheets. ""Now when is he due?"" ""Christmas Eve, I think. Just after Michael gets here."" ""You sur",annotator_3,overlap
Beloved (1987),Paul,516677,516681,character_reference,0.85,Paul,"rvous. This reminds him of something. ""I'm tired, Paul D. So tired. I have to rest a while.” Now he know",annotator_3,overlap
Paradise (1998),Mary,468060,468064,character_reference,0.85,Mary,"he and I are the same. “Sh sh sh. Sh sh sh,"" said Mary Magna. ""Never speak of him again."" She might not",annotator_3,unique
Song of Solomon (1977),Hagar,619511,619516,character_reference,0.85,Hagar,utweigh the things he was proud of hav- ing done. Hagar was dead and he had not loved her one bit. And Gu,annotator_3,overlap
Tar Baby (1981),Paul,472275,472279,character_reference,0.85,Paul,"there. Of course I'll be there. Waiting."" ""Ernie Paul has a car. I'll go back to Montgomery with him to",annotator_3,overlap
Song of Solomon (1977),Pilate,66302,66308,character_reference,0.7,Pilate,"tle friend?"" ""This here's Milkman."" ""Do he talk?"" Pilate swallowed a piece of the fruit. ""Yeah. He talk. S",annotator_3,overlap
Beloved (1987),Paul,358140,358144,character_reference,0.85,Paul,of them was rot. They buttered Halle's face; gave Paul D iron to eat; crisped Sixo; hanged her own mothe,annotator_3,overlap
Song of Solomon (1977),lot,524150,524153,character_reference,0.7,Lot,e jaws of Becky and her com- panions. There was a lot of life in the cat; he fought well until Calvin h,annotator_3,overlap
Song of Solomon (1977),Ruth,123424,123428,thematic_reference,0.9,Ruth,"ey were thirty-five and thirty-six now. But since Ruth was only sixteen years older than Lena, all three",annotator_3,overlap
Paradise (1998),Deuteronomy,192643,192654,thematic_reference,0.9,Deuteronomy,"ame a shrine (cautioned against not only in scary Deuteronomy but in lovely Corinthians II as well) and, like a",annotator_3,overlap
A Mercy (2008),Jacob,42730,42735,character_reference,0.85,Jacob,him feel his own knees in mud. Few things angered Jacob more than the brutal handling of domesticated ani,annotator_3,overlap
Paradise (1998),Joshua,371611,371617,thematic_reference,0.9,Joshua,"had heard some mighty preacher tell the story of Joshua crowned. He would not name himself after Joshua,",annotator_3,unique
Song of Solomon (1977),Pilate,84758,84764,character_reference,0.7,Pilate,"l...."" ""He comes just once a year.. .."" Hagar and Pilate pulled the conversation apart, each yanking out s",annotator_3,overlap
Song of Solomon (1977),Hagar,344836,344841,character_reference,0.7,Hagar,"side of the house, the one next to the sink where Hagar washed her hair and where Reba put pintos to soak",annotator_3,overlap
Tar Baby (1981),hope,513870,513874,thematic_reference,0.8,Hope,"""From what she says he beat her up some."" ""Then I hope he does come,"" said Sydney. ""I'll put that bullet",annotator_3,overlap
Song of Solomon (1977),Pilate,97499,97505,character_reference,0.7,Pilate,"If you ever have a doubt we from Africa, look at Pilate. She look just like Papa and he looked like all t",annotator_3,overlap
A Mercy (2008),faith,118454,118459,thematic_reference,0.8,Faith,"e daughter, that Rebekka turned away. Weak as her faith was, there was no excuse for not pro- tecting the",annotator_3,overlap
Song of Solomon (1977),Pilate,616957,616963,character_reference,0.7,Pilate,"a starling on her face. ""I've been carryin Papa?"" Pilate moved toward Milkman, stopped and looked at him f",annotator_3,overlap
Jazz (1992),hope,33164,33168,thematic_reference,0.8,Hope,"man's voice brought tears to the girl's eyes. ""I hope your mama tears you up and down."" Opinions, decis",annotator_3,overlap
Beloved (1987),Paul,400023,400027,character_reference,0.85,Paul,"lf, but I don't think he would now, since she let Paul D in her bed. Grandma Baby said people look down",annotator_3,unique
Song of Solomon (1977),Ruth,191659,191663,thematic_reference,0.9,Ruth,e drain when he looked through the window and saw Ruth digging in the garden. She made little holes and,annotator_3,overlap
Beloved (1987),Paul,518427,518431,character_reference,0.7,Paul,"lings and she couldn't find her hat anywhere and ""Paul D?"" ""What, baby?"" ""She left me."" ""Aw, girl. Don't",annotator_3,overlap
Beloved (1987),Paul,122337,122341,character_reference,0.85,Paul,"hat took hold of her as she looked at Sethe, made Paul D speak. 65 ""Ain't you got no brothers or sisters",annotator_3,overlap
Song of Solomon (1977),Ruth,62151,62155,thematic_reference,0.9,Ruth,"irror and slowed down. ""Who's going to take him?"" Ruth fiddled with the door handle. ""Not you,"" Macon sa",annotator_3,unique
Song of Solomon (1977),Hagar,573739,573744,character_reference,0.85,Hagar,". No wonder."" Pilate was thrilled at the sound of Hagar's voice. ""It's yours, baby,"" she said. ""Ain't it",annotator_3,overlap
Paradise (1998),Solomon,87934,87941,character_reference,0.85,Solomon,"hey were made by his family or best friends: King Solomon, Brother Otis, Dinah baby, Ike and Tina girl, Sis",annotator_3,overlap
Song of Solomon (1977),Pilate,570143,570149,character_reference,0.7,Pilate,girl. Pretty little black-skinned girl. What had Pilate done to her? Hadn't anybody told her the things s,annotator_3,overlap
Tar Baby (1981),Gideon,537849,537855,character_reference,0.7,Gideon,""" ""Isle des Chevaliers?"" ""Yes."" ""Murder, I hope."" Gideon took off his shirt and walked to the sink. Son sh",annotator_3,overlap
A Mercy (2008),Jacob,43343,43348,character_reference,0.85,Jacob,"iper having played less well than himself, raised Jacob's spirits enough for him to join in the singing.",annotator_3,overlap
Paradise (1998),Esther,575135,575141,thematic_reference,0.9,Esther,me of his great-grandfather. The second was named Esther for the great-grandmother who loved and cared for,annotator_3,overlap
Beloved (1987),Paul,427163,427167,character_reference,0.85,Paul,"that was the last anybody ever saw of Halle. What Paul D knew was that Halle disappeared, never told Set",annotator_3,overlap
Paradise (1998),job,324578,324581,thematic_reference,0.9,Job,e thing fell into place. Car- los could leave his job with little outcry during the holidays. Milton Tr,annotator_3,overlap
Beloved (1987),mark,118322,118326,thematic_reference,0.9,Mark,"away from the pile before she could make out the mark. Nan was the one she knew best, who was around al",annotator_3,unique
Paradise (1998),Zechariah,181761,181770,thematic_reference,0.9,Zechariah,"ssed enough tests long enough, he was king. Maybe Zechariah never wanted to eat another stick-roasted rab- bi",annotator_3,overlap
Song of Solomon (1977),Ruth,24338,24342,thematic_reference,0.9,Ruth,"carried his discovery not only into the homes in Ruth's neighborhood, but to Southside, where he lived",annotator_3,overlap
Paradise (1998),lot,54435,54438,character_reference,0.7,Lot,"ons or dollars, m'am?"" ""Gallons."" In the adjacent lot, Mavis noticed the window of a breakfast diner re",annotator_3,overlap
A Mercy (2008),Jacob,33255,33260,character_reference,0.85,Jacob,"of all, judging the men who judged them. Suddenly Jacob felt his stomach seize. The tobacco odor, so welc",annotator_3,unique
Song of Solomon (1977),hope,409577,409581,thematic_reference,0.8,Hope,"w."" Milkman turned around and sat on the sill. ""I hope it is a rainbow, and nobody has run off with the",annotator_3,overlap
Beloved (1987),Paul,248253,248257,character_reference,0.85,Paul,"er eyes to it and said, ""Mercy."" And it seemed to Paul D that it was—a little mercy-something given to t",annotator_3,unique
Song of Solomon (1977),Hagar,284313,284318,character_reference,0.85,Hagar,"ry's Place on a Sunday afternoon a few days after Hagar's latest attempt on his life. ""You're not smoking",annotator_3,overlap
A Mercy (2008),Judith,123587,123593,character_reference,0.7,Judith,"ad been sent away in disgrace by her family. Two, Judith and Lydia, were prostitutes ordered to choose bet",annotator_3,overlap
Song of Solomon (1977),Solomon,555080,555087,character_reference,0.85,Solomon,"'t shake the dream, and didn't really want to. In Solomon's store he found Omar and Solomon shak- ing sacks",annotator_3,overlap
Jazz (1992),hope,166354,166358,thematic_reference,0.8,Hope,"led me."" ""Might still, if my arm ain't broke."" ""I hope it is. You won't be picking nothing in the mornin",annotator_3,unique
Song of Solomon (1977),Hagar,614864,614869,character_reference,0.85,Hagar,y took another person's life. Hagar. Something of Hagar's must be nearby. Pilate would put him someplace,annotator_3,overlap
Song of Solomon (1977),Ruth,117473,117477,thematic_reference,0.9,Ruth,r at the wedding of this son's youngest daughter. Ruth went and when the congregation went to the altar,annotator_3,overlap
Paradise (1998),hope,100248,100252,thematic_reference,0.8,Hope,"ousins had been buried two years ago, K.D., their hope and their despair, was the last male in a line th",annotator_3,overlap
Song of Solomon (1977),Hagar,239886,239891,character_reference,0.85,Hagar,"ouse only once in her life-a very long time ago. ""Hagar?"" ""Hagar. Shore Hagar."" ""Does Pilate know?"" ""Cour",annotator_3,overlap
Song of Solomon (1977),Pilate,55394,55400,character_reference,0.85,Pilate,"ls, Hagar threaded and un- threaded her hair, and Pilate swayed like a willow over her stirring. Chapter 2",annotator_3,overlap
Paradise (1998),faith,226988,226993,thematic_reference,0.8,Faith,"y Redeemer. ""This might get serious."" Ace Flood's faith had been the mountain-moving kind, so he built hi",annotator_3,overlap
Song of Solomon (1977),Hagar,162413,162418,character_reference,0.85,Hagar,"Guitar. Hear me?"" 89 ""Want me to take you over to Hagar's?"" Guitar motioned to the waitress for the check",annotator_3,overlap
Song of Solomon (1977),hope,575735,575739,thematic_reference,0.8,Hope,"ar was almost in tears. Reba looked at Pilate. ""I hope you right. I don't approve of getting up too fast",annotator_3,unique
A Mercy (2008),redemption,140639,140649,thematic_reference,0.8,Redemption,here were Papists and the tribes of Judah to whom redemption was denied along with a variety of others living,annotator_3,unique
Song of Solomon (1977),Pilate,274186,274192,character_reference,0.7,Pilate,"id, ""You just can't fly on off and leave a body."" Pilate understood all of what he told her. To sing, whic",annotator_3,unique
Song of Solomon (1977),Hagar,166854,166859,character_reference,0.7,Hagar,s sisters choose) from a long list of things that Hagar had mentioned specifically. Things quite out of p,annotator_3,overlap
A Mercy (2008),Jacob,22889,22894,character_reference,0.85,Jacob,"d a parlor. ""Good day, sir. Thank you, sir,"" said Jacob, mar- veling at his host's coat, his stockings, h",annotator_3,unique
Song of Solomon (1977),Solomon,493569,493576,character_reference,0.85,Solomon,front teeth. The other men moved their feet. Mr. Solomon smiled but didn't say anything. Milkman sensed th,annotator_3,overlap
Song of Solomon (1977),Ruth,59223,59227,thematic_reference,0.9,Ruth,"ful, Macon. You always take the wrong turn here."" Ruth spoke softly from the right side of the car. ""Do",annotator_3,overlap
Beloved (1987),Paul,97660,97664,character_reference,0.85,Paul,"er cup of water. ""She said she was thirsty,"" said Paul D. He took off his cap. ""Mighty thirsty look like",annotator_3,overlap
Song of Solomon (1977),Ruth,20272,20276,thematic_reference,0.9,Ruth,"balm, a gentle touch or nuzzling of some sort. So Ruth rose up and out of her guileless inefficiency to",annotator_3,unique
Song of Solomon (1977),Pilate,87222,87228,character_reference,0.7,Pilate,"ones."" With the quickness of birds, the heads of Pilate and Reba shot up. They peered at Hagar, then exch",annotator_3,overlap
Tar Baby (1981),Gideon,538825,538831,character_reference,0.7,Gideon,"sied herself picking stones out of the rice while Gideon told Son that the yalla was gone. ""She was here?",annotator_3,overlap
Tar Baby (1981),Eve,351046,351049,character_reference,0.7,Eve,lephone. Mar- garet would have caved in Christmas Eve except for the busy-ness of confirming the disast,annotator_3,overlap
Song of Solomon (1977),Pilate,390641,390647,character_reference,0.7,Pilate,"e the shame he felt as he watched and listened to Pilate. Not just her Aunt Jemima act, but the fact that",annotator_3,overlap
Sula (1973),Jude,211921,211925,thematic_reference,0.9,Jude,"Moreover, she would be doing it with the taste of Jude's exit in her mouth, with the resentment and sham",annotator_3,overlap
Beloved (1987),Loaves and fishes,261811,261828,thematic_reference,0.8,Loaves And Fishes,"dding, raised bread, shortbread—it made them mad. Loaves and fishes were His powers-they did not belong to an ex- sla",annotator_3,overlap
Tar Baby (1981),Mary,206811,206815,character_reference,0.85,Mary,"I was modeling they called me that. I wonder how Mary knows about it. I don't think she can even read.""",annotator_3,overlap
Song of Solomon (1977),Hagar,83203,83208,character_reference,0.85,Hagar,"the-half-millionth."" ""Can if the winner is Reba,"" Hagar said. ""The only reason they got a second was caus",annotator_3,overlap
Beloved (1987),Paul,218981,218985,character_reference,0.85,Paul,"st. ""I thought you went out somewhere,"" she said. Paul D moaned, surprised to find himself exactly where",annotator_3,overlap
Song of Solomon (1977),job,35210,35213,thematic_reference,0.9,Job,"d show some respect for herself. Could get a real job instead of running a wine house. ""Why can't you d",annotator_3,unique
Song of Solomon (1977),Hagar,140386,140391,character_reference,0.85,Hagar,"thing. Or if he couldn't find Guitar, he'd go see Hagar. No. He didn't want to talk to Hagar, to any woma",annotator_3,unique
Song of Solomon (1977),Hagar,140423,140428,character_reference,0.85,Hagar,"he'd go see Hagar. No. He didn't want to talk to Hagar, to any woman, just yet. Talk about strange. Now,",annotator_3,unique
Beloved (1987),Paul,309410,309414,character_reference,0.85,Paul,"before. It felt good. Good and right. I was big, Paul D, and deep and wide and when I stretched out my",annotator_3,overlap
Song of Solomon (1977),Ruth,116170,116174,thematic_reference,0.9,Ruth,"t, not of power (a nine- year-old girl could slap Ruth and get away with it), but of helplessness. She w",annotator_3,overlap
Beloved (1987),Paul,247159,247163,character_reference,0.85,Paul,"proached, their shoes loud on the wooden walkway. Paul D touched Sethe's elbow to guide her as they step",annotator_3,overlap
Song of Solomon (1977),Hagar,544975,544980,character_reference,0.85,Hagar,"te and Hagar thought of him, but having conquered Hagar and having disregarded Pilate enough to steal fro",annotator_3,overlap
Paradise (1998),Mark,586788,586792,thematic_reference,0.9,Mark,"ry helloed from the porch of her house near Cross Mark but he did not turn his head. “Car broke down?"" s",annotator_3,overlap
A Mercy (2008),Jacob,150370,150375,character_reference,0.85,Jacob,his. Adam (like Jacob) was a good man but (unlike Jacob) he had been goaded and undermined by his mate. T,annotator_3,overlap
